Date,Dividends,Stock Splits
1982-03-31,0.02048,0.0
1982-06-29,0.02048,0.0
1982-09-28,0.02048,0.0
1982-12-28,0.02048,0.0
1983-03-28,0.02048,0.0
1983-06-28,0.02048,0.0
1990-06-11,0.00819,0.0
1990-09-10,0.00819,0.0
1990-12-10,0.00819,0.0
1991-03-11,0.00819,0.0
1991-06-10,0.01365,0.0
1991-09-09,0.01365,0.0
1991-11-18,0.0,1.25
1991-12-09,0.01707,0.0
1992-03-09,0.01707,0.0
1992-06-03,0.0,1.5
1992-06-08,0.0256,0.0
1992-09-09,0.0256,0.0
1992-12-07,0.0256,0.0
1993-03-08,0.0256,0.0
1993-06-07,0.03072,0.0
1993-09-09,0.03072,0.0
1993-12-06,0.0384,0.0
1994-01-10,0.0,1.25
1994-03-10,0.0384,0.0
1994-06-16,0.0384,0.0
1994-09-19,0.0384,0.0
1994-12-15,0.0384,0.0
1995-01-23,0.0,1.25
1995-03-17,0.048,0.0
1995-06-16,0.06,0.0
1995-06-20,0.048,0.0
1995-09-19,0.048,0.0
1995-12-13,0.048,0.0
1995-12-19,0.06,0.0
1996-03-04,0.0,1.25
1996-03-13,0.06,0.0
1996-06-12,0.06,0.0
1996-09-11,0.06,0.0
1996-12-11,0.06,0.0
1997-03-12,0.06,0.0
1997-06-12,0.07,0.0
1997-09-10,0.07,0.0
1997-12-05,0.07,0.0
1998-03-11,0.103,0.0
1998-06-10,0.08,0.0
1998-09-09,0.08,0.0
1998-12-09,0.08,0.0
1999-03-10,0.08,0.0
1999-06-09,0.09,0.0
1999-09-08,0.09,0.0
1999-12-08,0.09,0.0
2000-03-08,0.09,0.0
2000-06-16,0.09,0.0
2000-09-06,0.09,0.0
2001-09-06,0.09,0.0
2001-11-21,0.05,0.0
2002-01-31,0.33,0.0
2002-11-22,0.05,0.0
2003-12-04,0.4,0.0
2004-12-01,0.45,0.0
2005-11-30,0.5,0.0
2006-11-29,0.65,0.0
2007-11-28,0.75,0.0
2008-12-03,0.75,0.0
2009-11-25,0.75,0.0
2010-12-01,0.83,0.0
2011-02-22,0.23,0.0
2011-05-23,0.23,0.0
2011-08-29,0.23,0.0
2011-11-28,0.23,0.0
2012-02-21,0.31,0.0
2012-05-21,0.31,0.0
2012-08-27,0.31,0.0
2012-11-26,0.31,0.0
2013-02-20,0.36,0.0
2013-05-21,0.36,0.0
2013-08-26,0.36,0.0
2013-11-25,0.36,0.0
2014-02-18,0.38,0.0
2014-05-21,0.38,0.0
2014-08-25,0.38,0.0
2014-11-24,0.38,0.0
2015-02-17,0.38,0.0
2015-05-20,0.38,0.0
2015-08-24,0.38,0.0
2015-11-23,0.38,0.0
2016-02-12,0.38,0.0
2016-05-17,0.38,0.0
2016-08-19,0.38,0.0
2016-11-18,0.38,0.0
2017-02-14,0.38,0.0
2017-05-17,0.38,0.0
2017-08-21,0.15,0.0
