Date,Dividends
1991-11-05,0.0175
1992-02-06,0.0175
1992-05-12,0.0175
1992-08-06,0.0175
1992-11-05,0.0175
1993-02-04,0.0175
1993-05-12,0.0175
1993-08-06,0.0175
1993-11-05,0.02
1994-02-04,0.02
1994-05-12,0.02
1994-08-08,0.02
1994-11-04,0.02
1995-02-06,0.02
1995-05-08,0.04
1995-05-12,0.02
1995-08-09,0.02
1995-08-11,0.04
1995-11-08,0.02
1996-02-07,0.02
1996-05-15,0.02
1996-08-08,0.02
1996-11-06,0.02
1997-02-05,0.02
1997-05-15,0.025
1997-08-07,0.025
1997-11-05,0.025
1998-02-04,0.025
1998-05-14,0.025
1998-08-06,0.025
1998-11-05,0.025
1999-02-04,0.025
1999-05-14,0.025
1999-08-05,0.025
1999-11-04,0.025
2000-02-10,0.025
2000-05-12,0.025
2000-08-09,0.025
2000-11-08,0.025
2001-02-08,0.025
2001-05-17,0.025
2001-08-08,0.025
2001-11-07,0.025
2002-02-06,0.025
2002-05-14,0.025
2002-08-07,0.025
2002-11-06,0.025
2003-02-06,0.025
2003-05-19,0.025
2003-08-06,0.025
2003-11-06,0.038
2004-02-09,0.038
2004-05-20,0.038
2004-08-10,0.075
2004-11-08,0.075
2005-02-08,0.075
2005-05-20,0.15
2005-08-10,0.15
2005-11-08,0.15
2006-02-08,0.25
2006-05-22,0.25
2006-08-09,0.25
2006-11-08,0.25
2007-02-08,0.25
2007-05-18,0.25
2007-08-09,0.25
2007-11-07,0.025
2008-02-06,0.025
2008-05-22,0.025
2008-08-06,0.025
2019-08-29,0.06
2019-11-07,0.06
2020-02-10,0.06
2020-05-08,0.06
2020-08-10,0.06
2020-11-09,0.06
2021-02-16,0.06
2021-05-12,0.06
2021-08-11,0.08
2021-11-09,0.08
2022-02-15,0.08
