Date,Dividends
1993-11-05,0.04288
1994-02-08,0.04288
1994-05-09,0.04288
1994-08-08,0.04288
1994-11-07,0.04288
1995-02-08,0.04288
1995-05-08,0.04288
1995-08-09,0.04288
1995-11-10,0.04288
1996-02-12,0.04288
1996-05-15,0.04288
1996-08-14,0.04288
1996-11-13,0.04288
1997-03-05,0.04288
1997-05-28,0.04288
1997-09-03,0.04288
1997-12-03,0.04288
1998-03-04,0.04288
1998-06-03,0.04288
1998-09-01,0.04288
1998-12-02,0.04288
1999-03-03,0.04288
1999-06-02,0.04288
1999-08-31,0.04288
1999-12-01,0.04288
2000-03-01,0.04288
2000-05-31,0.04288
2000-08-30,0.04288
2000-11-29,0.04288
2001-02-28,0.04288
2001-05-30,0.04288
2001-08-29,0.04288
2001-11-28,0.04288
2002-02-27,0.04288
2002-05-28,0.04288
2007-11-27,33.03
2011-05-18,0.79
2011-08-24,0.79
2011-11-22,0.79
2012-02-22,0.79
2013-05-29,0.56
2013-08-21,0.56
2013-11-13,0.56
2014-02-19,0.56
2014-05-28,0.75
2014-08-20,0.75
2014-11-12,0.75
2015-02-18,0.75
2015-05-27,0.15
2015-08-21,0.15
