Date,Dividends
2011-05-19,0.22
2011-08-18,0.24
2011-11-22,0.2
2012-02-21,0.46
2012-05-17,0.25
2012-08-23,0.24
2012-11-20,0.4
2013-02-15,1.05
2013-05-14,0.57
2013-08-22,1.32
2013-11-20,1.01
2014-02-14,1.08
2014-05-16,0.84
2014-08-20,0.46
2014-11-12,0.73
2015-02-12,0.86
2015-05-18,0.33
2015-08-14,0.42
2015-11-18,0.35
2016-02-17,0.28
2016-05-18,0.25
2016-08-18,0.37
2016-11-17,0.35
2017-02-16,0.45
2017-05-17,0.49
2017-08-18,0.52
2017-11-20,0.39
2018-02-20,0.66
2018-05-17,0.38
2018-08-16,0.43
2018-11-19,0.46
2019-02-20,0.56
2019-05-20,0.46
2019-08-15,0.5
2019-11-19,0.5
2020-02-10,0.89
2020-05-15,0.42
2020-08-17,0.49
2020-11-19,0.51
2021-02-18,0.6
2021-05-19,0.5
2021-08-18,0.5
2021-11-18,0.5
2022-02-17,0.4
