Date,Dividends
1996-09-05,0.54
2006-06-29,0.015
2006-09-28,0.015
2006-12-28,0.015
2007-01-08,0.015
2007-03-29,0.015
2007-06-28,0.015
2007-09-27,0.015
2007-12-28,0.015
2008-03-28,0.015
2008-06-27,0.015
2008-09-29,0.015
2008-12-30,0.015
2009-03-30,0.015
2009-06-29,0.015
2009-09-29,0.015
2009-12-30,0.015
2010-03-30,0.015
2010-06-29,0.015
2010-09-29,0.015
2010-12-30,0.015
2011-03-30,0.015
2011-06-29,0.015
2011-09-29,0.015
2011-12-28,0.015
2012-03-29,0.015
2012-06-28,0.015
2012-09-27,0.015
2012-11-29,0.015
2013-03-27,0.015
2013-06-27,0.015
2013-09-27,0.015
2013-12-30,0.015
2013-12-31,0.03
2014-04-03,0.015
2014-06-27,0.03
2014-09-29,0.03
2014-12-29,0.03
2015-03-30,0.03
2015-06-29,0.03
2015-09-29,0.03
2015-12-29,0.03
2016-03-30,0.03
2016-06-29,0.03
2016-09-29,0.03
2016-12-28,0.03
2017-03-30,0.03
2017-06-29,0.03
2017-09-29,0.03
2017-12-29,0.03
2018-03-29,0.03
2018-06-29,0.03
2018-09-28,0.03
2018-12-28,0.03
2019-03-29,0.03
2019-06-28,0.03
2019-09-30,0.03
2019-12-30,0.03
2020-03-31,0.03
2020-06-30,0.03
2020-09-30,0.03
2020-12-30,0.03
2021-03-31,0.03
2021-06-30,0.03
