Date,Dividends
1985-01-28,0.46
1985-04-25,0.46
1985-07-25,0.48
1985-11-08,0.48
1986-02-10,0.48
1986-05-15,0.48
1986-08-11,0.35
1986-11-07,0.35
1987-02-09,0.35
1987-05-11,0.35
1987-08-10,0.35
1987-11-09,0.35
1988-02-22,0.35
1988-05-09,0.35
1988-08-25,0.35
1988-11-23,0.35
1989-02-22,0.35
1989-05-24,0.35
1989-08-25,0.35
1989-11-24,0.35
1990-03-06,0.05
1990-05-24,0.2
1990-09-10,0.2
1990-11-26,0.2
1991-02-22,0.2
1991-02-26,0.2
1991-05-24,0.2
1991-08-26,0.21
1991-11-22,0.21
1992-02-27,0.21
1992-06-09,0.21
1992-08-24,0.21
1992-11-23,0.21
1993-03-09,0.21
1993-06-09,0.21
1993-09-09,0.21
1993-12-09,0.21
1994-03-09,0.21
1994-06-09,0.21
1994-09-09,0.21
1994-12-09,0.22
1995-02-17,0.22
1995-06-13,0.22
1995-09-13,0.22
1995-12-13,0.45
1996-03-13,0.22
1996-06-12,0.22
1996-09-11,0.22
1996-12-11,0.22
1997-03-12,0.22
1997-06-12,0.22
1997-09-11,0.22
1997-12-11,0.22
1998-03-12,0.22
1998-06-11,0.22
1998-09-09,0.22
1998-12-07,0.22
1999-03-11,0.22
1999-06-11,0.22
1999-09-13,0.22
1999-11-10,0.62
1999-12-13,0.22
2000-03-13,0.22
2000-06-13,0.22
2000-09-13,0.82
2000-12-13,0.22
2001-03-13,0.22
2001-06-13,0.22
2001-09-12,0.45
2001-09-17,0.8
2001-12-12,0.45
2002-03-13,0.45
2002-06-12,0.45
2002-09-11,0.45
2002-12-11,0.45
2003-03-12,0.45
2003-06-12,0.45
2003-09-11,0.45
2003-12-11,0.45
2004-03-11,0.45
2004-06-14,0.45
2004-09-13,0.45
2004-12-13,0.45
2005-03-11,0.45
2005-06-13,0.45
2005-09-13,0.5
2005-12-13,0.5
2006-03-13,0.5
2006-05-31,0.5
2006-09-13,0.5
2006-12-13,0.5
2007-03-13,0.5
2007-06-13,0.5
2007-09-10,0.5
2007-12-11,0.5
2008-03-12,0.55
2008-06-11,0.55
2008-09-11,0.55
2008-12-11,1.15
2009-03-12,0.55
2009-06-11,0.55
2009-09-11,0.55
2009-12-11,0.55
2010-03-11,0.65
2010-06-11,0.8
2010-09-13,0.8
2010-12-13,0.8
2011-03-11,0.8
2011-06-13,0.95
2011-09-12,0.95
2011-12-12,0.95
2012-03-12,1.1
2012-06-11,1.1
2012-09-10,1.1
2012-12-10,1.1
2013-03-11,1.25
2013-06-10,1.25
2013-09-11,1.25
2013-12-11,1.4
2014-03-12,1.4
2014-06-11,1.4
2014-09-11,1.4
2014-12-11,1.4
2015-03-12,1.4
2015-06-11,1.7
2015-09-11,1.7
2015-12-11,1.7
2016-03-14,1.7
2016-06-13,1.8
2016-09-12,1.8
2016-12-12,2.0
2017-03-13,2.0
2017-06-12,2.0
2017-09-12,2.0
2017-12-12,2.0
2018-03-13,2.0
2018-06-12,2.0
2018-09-11,2.0
2018-12-11,2.0
2019-03-12,2.0
2019-06-11,2.0
2019-09-11,2.0
2019-12-12,2.0
2020-03-13,2.0
2020-06-12,2.0
2020-09-14,2.0
2020-12-14,2.0
2021-03-15,2.0
2021-06-14,2.0
2021-09-14,2.0
2021-12-14,2.0
