Date,Dividends
1995-08-28,0.2755
1996-04-09,0.612
1996-05-20,0.1224
1996-08-26,0.0616
1997-04-01,0.0464
1997-08-13,0.081
1998-04-01,0.1458
1998-09-02,0.098
1999-04-01,0.178
1999-09-01,0.1244
2000-04-05,0.194
2000-09-06,0.1292
2001-03-28,0.193
2001-09-05,0.144
2002-04-03,0.205
2002-08-28,0.17
2003-04-02,0.236
2003-08-13,0.161
2004-03-31,0.238
2004-09-22,0.089
2005-03-30,0.188
2005-09-07,0.145
2006-03-29,0.191
2006-09-06,0.154
2007-04-25,0.208
2007-09-19,0.164
2008-03-18,0.22
2008-05-19,0.1
2008-08-18,0.1
2008-11-24,0.1
2009-02-23,0.1
2009-05-18,0.103
2009-08-17,0.103
2009-11-16,0.103
2010-02-19,0.103
2010-05-20,0.11
2010-08-19,0.11
2010-11-17,0.11
2011-02-18,0.11
2011-05-18,0.123
2011-08-18,0.123
2011-11-16,0.123
2012-02-21,0.123
2012-05-16,0.173
2012-08-20,0.173
2012-11-15,0.173
2013-02-19,0.172
2013-05-15,0.225
2013-08-19,0.225
2013-11-15,0.225
2014-02-18,0.225
2014-05-14,0.25
2014-08-19,0.25
2014-11-14,0.25
2015-02-17,0.25
2015-05-13,0.27
2015-08-18,0.27
2015-09-04,0.27
2015-11-13,0.27
2016-02-16,0.27
2016-05-11,0.28
2016-08-16,0.28
2016-11-10,0.28
2016-11-11,0.28
2017-02-14,0.28
2017-05-10,0.29
2017-08-15,0.29
2017-11-13,0.29
2018-02-14,0.29
2018-03-26,0.42
2018-05-10,0.3
2018-08-15,0.3
2018-11-09,0.3
2019-02-13,0.3
2019-05-09,0.31
2019-08-14,0.31
2019-11-08,0.31
2020-02-12,0.31
2020-05-08,0.155
2020-08-13,0.155
2020-11-10,0.155
2021-02-12,0.155
2021-05-10,0.17
2021-08-12,0.17
2021-10-08,0.09
2021-11-10,0.17
2022-02-15,0.17
