Date,Dividends
2005-11-30,0.96288
2006-06-07,1.65066
2006-11-29,1.12227
2007-06-06,1.92576
2007-11-28,1.32642
2008-06-04,2.23799
2008-12-03,1.03493
2009-06-03,1.90393
2009-12-02,1.25328
2010-06-02,1.93668
2010-06-15,4.64301
2010-12-01,1.1179
2011-06-01,2.07533
2011-11-30,1.1976
2012-05-30,2.20197
2012-11-28,1.25546
2013-06-05,2.19323
2013-12-04,1.2762
2014-06-04,2.2907
2014-07-29,2.52293
2014-11-19,1.27948
2015-06-03,2.38755
2015-11-24,1.23524
2016-06-01,2.23036
2016-11-22,1.0284
2017-05-22,5.4224
2017-05-31,1.892
2017-11-22,1.017
2018-05-31,2.061
2018-11-21,1.062
2019-05-30,2.026
2019-11-27,1.067
2020-07-01,2.0126
2020-11-25,1.129
2021-06-03,2.281
2021-12-02,1.1573
