Date,Dividends
1985-12-24,0.7504
1986-03-24,0.7504
1986-06-24,0.3752
1986-09-24,0.3752
1986-12-24,0.3752
1987-03-25,0.44
1987-06-24,0.44
1987-08-24,0.044
1987-09-24,0.44
1987-12-24,0.11
1988-03-25,0.125
1988-06-24,0.125
1988-09-26,0.125
1988-12-23,0.125
1989-03-27,0.1375
1989-06-26,0.1375
1989-09-25,0.1375
1989-12-22,0.1375
1990-03-26,0.15
1990-06-25,0.15
1990-09-24,0.15
1990-12-24,0.15
1991-03-22,0.1625
1991-06-24,0.1625
1991-09-24,0.1625
1991-12-24,0.1625
1992-03-25,0.17
1992-06-24,0.17
1992-09-24,0.17
1992-12-24,0.17
1993-03-25,0.175
1993-06-24,0.175
1993-09-24,0.175
1993-12-27,0.175
1994-03-25,0.1875
1994-06-24,0.1875
1994-09-26,0.1875
1994-12-23,0.1875
1995-03-24,0.375
1995-03-27,0.2
1995-06-26,0.4
1995-06-28,0.2
1995-09-27,0.2
1995-12-27,0.2
1996-03-27,0.22
1996-06-26,0.22
1996-09-25,0.44
1996-09-26,0.22
1996-12-27,0.22
1997-03-26,0.235
1997-06-26,0.235
1997-09-26,0.235
1997-12-29,0.235
1998-03-27,0.25
1998-06-26,0.25
1998-09-28,0.25
1998-12-29,0.25
1999-03-29,0.26
1999-06-28,0.26
1999-09-28,0.26
1999-12-29,0.26
2000-03-29,0.27
2000-06-28,0.27
2000-09-27,0.27
2000-12-27,0.27
2001-03-28,0.28
2001-06-27,0.28
2001-09-26,0.28
2001-12-27,0.28
2002-03-26,0.29
2002-06-26,0.29
2002-09-26,0.29
2002-12-27,0.29
2003-03-27,0.29
2003-06-26,0.29
2003-09-26,0.29
2003-12-29,0.29
2004-03-29,0.29
2004-04-02,0.21
2004-06-08,0.22
2004-09-08,0.22
2004-12-08,0.22
2005-03-08,0.22
2005-06-08,0.23
2005-09-07,0.23
2005-12-07,0.23
2006-03-08,0.23
2006-06-07,0.26
2006-09-06,0.26
2006-12-06,0.26
2007-03-07,0.26
2007-06-06,0.29
2007-09-06,0.29
2007-12-06,0.29
2008-03-06,0.29
2008-06-06,0.3
2008-09-08,0.3
2008-12-08,0.3
2009-03-06,0.3
2009-06-08,0.3
2009-09-08,0.3
2009-12-08,0.33
2010-03-08,0.33
2010-06-08,0.36
2010-09-08,0.36
2010-12-08,0.36
2011-03-08,0.36
2011-06-08,0.41
2011-09-07,0.41
2011-12-07,0.41
2012-03-07,0.41
2012-06-06,0.46
2012-09-06,0.46
2012-12-06,0.46
2013-03-06,0.46
2013-06-06,0.5
2013-09-06,0.5
2013-12-06,0.5
2014-03-06,0.5
2014-06-06,0.55
2014-09-08,0.55
2014-12-08,0.55
2015-03-06,0.55
2015-06-08,0.61
2015-09-08,0.61
2015-12-08,0.61
2016-03-08,0.61
2016-06-08,0.67
2016-09-07,0.67
2016-12-07,0.67
2017-03-08,0.67
2017-06-07,0.72
2017-09-07,0.72
2017-12-08,0.72
2018-03-08,0.72
2018-06-07,0.77
2018-09-07,0.77
2018-12-07,0.77
2019-03-08,0.77
2019-06-07,0.82
2019-09-09,0.82
2019-12-09,0.82
2020-03-09,0.82
2020-06-09,0.85
2020-09-09,0.85
2020-12-09,0.85
2021-03-09,0.85
2021-06-09,0.88
2021-09-09,0.88
2021-12-09,0.88
