Date,Firm,To Grade,From Grade,Action
2016-07-11 18:29:57,Credit Suisse,Outperform,,init
2016-07-29 11:16:20,UBS,Buy,,main
2016-08-23 07:29:27,Barclays,Overweight,,main
2016-09-21 07:25:36,Barclays,Overweight,,main
2017-04-17 17:24:22,Raymond James,Outperform,Market Perform,up
2017-07-28 15:13:16,BMO Capital,Outperform,,main
2017-09-15 16:18:12,Barclays,Overweight,,main
2017-10-06 13:50:12,Morgan Stanley,Equal-Weight,,main
2017-10-27 11:40:48,BMO Capital,Market Perform,Outperform,down
2017-10-27 13:33:37,Wells Fargo,Market Perform,,main
2017-10-27 16:16:11,Barclays,Overweight,,main
2017-10-27 19:36:27,UBS,Buy,,main
2017-11-17 16:26:54,Barclays,Overweight,,main
2017-12-20 13:38:05,Stifel Nicolaus,Hold,,init
2018-01-11 19:08:49,Nomura,Neutral,,init
2018-02-07 14:33:03,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-02-07 15:57:44,BMO Capital,Market Perform,Market Perform,main
2018-02-07 17:22:26,Barclays,Overweight,Overweight,main
2018-02-07 17:43:20,Cantor Fitzgerald,Overweight,,main
2018-02-07 18:07:22,Credit Suisse,Outperform,Outperform,main
2018-04-12 12:22:01,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-04-19 13:17:53,Raymond James,Outperform,Outperform,main
2018-04-27 14:24:35,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-05-05 13:32:15,Argus,Buy,,main
2018-05-29 12:05:19,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-07-10 13:36:06,Raymond James,Outperform,Outperform,main
2018-07-18 12:41:24,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-07-27 13:21:51,Stifel Nicolaus,Hold,Hold,main
2018-07-27 13:55:58,BMO Capital,Market Perform,Market Perform,main
2018-07-27 15:53:53,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-08-01 12:43:16,Atlantic Equities,Neutral,Overweight,down
2018-09-21 11:55:53,UBS,Buy,Buy,main
2018-10-11 13:59:51,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-10-26 14:23:02,Wells Fargo,Market Perform,Market Perform,main
2018-10-26 15:07:45,BMO Capital,Market Perform,Market Perform,main
2018-10-26 15:24:49,Raymond James,Outperform,Outperform,main
2018-11-14 13:40:46,Goldman Sachs,Buy,,init
2019-01-07 14:58:53,Barclays,Overweight,Overweight,main
2019-01-08 13:05:05,Raymond James,Outperform,Outperform,main
2019-01-08 15:32:19,Morgan Stanley,Equal-Weight,Equal-Weight,main
2019-01-08 15:36:55,UBS,Buy,Buy,main
2019-01-11 14:30:18,Atlantic Equities,Overweight,Neutral,up
2019-02-08 13:35:24,UBS,Neutral,Buy,down
2019-04-05 12:59:04,PiperJaffray,Overweight,Overweight,main
2019-04-09 14:06:11,Raymond James,Outperform,Outperform,main
2019-04-09 14:27:29,UBS,Neutral,Neutral,main
2019-05-21 10:38:14,UBS,Buy,Neutral,up
2019-06-11 13:13:46,Morgan Stanley,Equal-Weight,,main
2019-07-10 11:43:22,JP Morgan,Overweight,,init
2019-07-10 13:09:54,UBS,Buy,,main
2019-07-10 14:06:20,Morgan Stanley,Equal-Weight,,main
2019-07-10 18:54:17,Raymond James,Outperform,,main
2019-08-02 15:40:35,Morgan Stanley,Equal-Weight,,main
2019-08-02 16:37:24,Raymond James,Outperform,,main
2019-08-02 16:59:19,Stifel,Hold,,main
2019-08-06 10:50:02,Atlantic Equities,Neutral,Overweight,down
2019-10-07 13:08:52,Morgan Stanley,Equal-Weight,,main
2019-10-30 12:15:08,UBS,Buy,,main
2019-10-30 12:39:23,Morgan Stanley,Equal-Weight,,main
2019-11-22 12:05:23,Jefferies,Buy,,init
2020-01-07 11:34:39,Morgan Stanley,Overweight,Equal-Weight,up
2020-01-17 11:48:18,Raymond James,Market Perform,Outperform,down
2020-01-27 12:58:29,BMO Capital,Outperform,Market Perform,up
2020-02-07 11:39:30,Cantor Fitzgerald,Overweight,,main
2020-02-07 14:39:04,Morgan Stanley,Overweight,,main
2020-03-04 13:22:48,Morgan Stanley,Overweight,,main
2020-03-12 12:12:03,Morgan Stanley,Overweight,,main
2020-03-13 13:38:46,UBS,Buy,,main
2020-04-06 20:01:25,UBS,Buy,,main
2020-04-14 14:44:21,Stifel,Hold,,main
2020-04-29 13:22:20,Morgan Stanley,Overweight,,main
2020-04-29 14:12:04,UBS,Buy,,main
2020-04-29 14:51:39,BMO Capital,Outperform,,main
2020-05-19 09:54:07,Oppenheimer,Outperform,,init
2020-05-29 12:54:17,Credit Suisse,Outperform,,init
2020-06-03 12:35:11,Barclays,Overweight,,main
2020-06-03 13:08:36,Morgan Stanley,Overweight,,main
2020-07-08 13:07:50,Morgan Stanley,Overweight,,main
2020-07-29 12:58:20,Morgan Stanley,Overweight,,main
2020-07-29 13:18:46,Jefferies,Buy,,main
2020-07-29 15:07:36,Stifel,Hold,,main
2020-07-29 18:13:48,JP Morgan,Overweight,,main
2020-09-02 15:20:22,BMO Capital,Outperform,,main
2020-10-02 12:14:31,Stifel,Hold,,main
2020-10-06 11:58:48,UBS,Buy,,main
2020-10-12 12:36:34,Morgan Stanley,Overweight,,main
2020-10-28 12:08:57,Morgan Stanley,Overweight,,main
2020-12-02 12:36:19,Wells Fargo,Overweight,Equal-Weight,up
2021-02-10 13:58:27,UBS,Buy,,main
2021-02-10 14:12:20,Wells Fargo,Overweight,,main
2021-04-01 10:29:03,Raymond James,Outperform,Market Perform,up
2021-04-12 14:43:12,Morgan Stanley,Overweight,,main
2021-04-14 14:34:05,BMO Capital,Outperform,,main
2021-04-27 10:58:30,Baird,Outperform,,init
2021-04-30 10:06:25,Deutsche Bank,Buy,,init
2021-04-30 12:25:21,Raymond James,Outperform,,main
2021-04-30 12:53:07,Morgan Stanley,Overweight,,main
2021-06-03 14:20:09,Morgan Stanley,Overweight,,main
2021-06-24 11:42:36,Morgan Stanley,Overweight,,main
2021-07-06 12:24:47,Stifel,Buy,,main
2021-07-07 11:25:15,Raymond James,Outperform,,main
2021-07-08 09:23:40,RBC Capital,Outperform,,init
2021-07-08 13:19:08,Morgan Stanley,Overweight,,main
2021-07-15 12:22:47,Deutsche Bank,Buy,,main
2021-07-30 09:33:02,Raymond James,Outperform,,main
2021-07-30 14:21:40,Deutsche Bank,Buy,,main
2021-07-30 16:22:32,Morgan Stanley,Overweight,,main
2021-09-23 12:52:44,Morgan Stanley,Overweight,,main
2021-09-29 12:12:29,Morgan Stanley,Overweight,,main
2021-10-05 11:26:39,Raymond James,Outperform,,main
2021-10-27 09:20:37,Raymond James,Outperform,,main
2021-10-27 14:32:34,Morgan Stanley,Overweight,,main
2022-01-05 14:30:03,Morgan Stanley,Overweight,,main
2022-01-24 13:00:32,Morgan Stanley,Overweight,,main
2022-02-09 11:52:12,Oppenheimer,Outperform,,main
2022-02-09 15:14:43,Morgan Stanley,Overweight,,main
