Date,Firm,To Grade,From Grade,Action
2017-06-23 13:40:14,Pivotal Research,Buy,,init
2017-07-12 12:28:37,Guggenheim,Buy,,init
2017-07-17 13:03:11,JP Morgan,Overweight,,init
2017-07-17 13:03:20,Morgan Stanley,Equal-Weight,,init
2017-07-17 13:03:29,Barclays,Equal-Weight,,init
2017-07-17 13:28:20,Bank of America,Neutral,,init
2017-07-17 13:29:02,Citigroup,Buy,,init
2017-07-17 13:43:14,RBC Capital,Outperform,,init
2017-07-17 15:38:05,Goldman Sachs,Neutral,,init
2017-07-19 13:03:07,Exane BNP Paribas,Outperform,,init
2017-07-26 20:02:14,Wells Fargo,Market Perform,,init
2017-09-15 12:03:33,Guggenheim,Neutral,Buy,down
2017-10-31 12:32:42,Atlantic Equities,Overweight,,init
2017-11-07 15:01:23,Goldman Sachs,Buy,Neutral,up
2017-11-10 20:39:34,Moffett Nathanson,Buy,Neutral,up
2017-11-14 13:35:15,Morgan Stanley,Equal-Weight,,main
2018-01-23 11:51:43,Barclays,Overweight,Equal-Weight,up
2018-03-06 13:07:29,JP Morgan,Overweight,Overweight,main
2018-03-20 15:50:21,Buckingham,Buy,,init
2018-03-27 11:16:13,Cowen & Co.,Outperform,,init
2018-04-03 12:25:55,Macquarie,Outperform,,init
2018-04-09 12:58:45,TD Securities,Buy,,init
2018-04-11 12:44:28,Evercore ISI Group,Outperform,,init
2018-04-30 12:00:42,Citigroup,Buy,Buy,main
2018-05-17 10:03:47,KeyBanc,Overweight,,init
2018-05-23 13:07:31,Buckingham,Buy,Buy,main
2018-06-12 11:18:19,Wells Fargo,Market Perform,Market Perform,main
2018-07-09 13:28:09,Guggenheim,Buy,Neutral,up
2018-07-11 13:42:53,Credit Suisse,Outperform,,init
2018-08-16 12:02:48,Citigroup,Buy,Buy,main
2018-11-06 16:59:53,Credit Suisse,Outperform,Outperform,main
2018-11-15 12:48:24,UBS,Buy,,init
2018-11-29 13:32:57,Citigroup,Buy,Buy,main
2019-01-16 12:54:20,Nomura,Buy,,init
2019-08-01 10:22:44,KeyBanc,Overweight,,main
2019-08-01 12:27:15,UBS,Buy,,main
2019-08-01 13:18:12,Nomura,Buy,,main
2019-08-23 12:09:41,Citigroup,Buy,,main
2019-09-09 11:13:47,Benchmark,Buy,,init
2019-09-11 11:45:30,Nomura,Buy,,main
2019-09-19 11:35:08,Benchmark,Buy,,main
2019-09-19 12:08:14,Guggenheim Securities,Buy,,main
2019-09-19 12:15:08,TD Securities,Hold,Buy,down
2019-09-19 12:57:46,Guggenheim,Buy,,main
2019-10-04 11:54:12,Citigroup,Buy,,main
2019-10-16 11:10:08,Bernstein,Outperform,,init
2019-11-06 10:59:58,KeyBanc,Sector Weight,Overweight,down
2019-11-06 11:01:20,Barclays,Equal-Weight,Overweight,down
2019-11-06 12:29:06,TD Securities,Hold,,main
2019-11-14 11:02:57,HSBC,Hold,Buy,down
2020-01-09 12:16:08,Raymond James,Outperform,,init
2020-02-13 11:43:37,Raymond James,Strong Buy,Outperform,up
2020-02-13 13:30:16,Credit Suisse,Outperform,,main
2020-04-21 13:45:27,TD Securities,Hold,Buy,down
